year,region,mean,std,max
2023,고흥·녹동항,0.0538026301369863,0.09910604040754113,0.78104
2023,당진·삽교호,0.0,0.0,0.0
2023,부산·광안리,1.342817698630137,1.9546873480894464,28.24272
2024,고흥·녹동항,0.10440898907103825,0.16686572835195154,1.44192
2024,당진·삽교호,0.12574704918032786,0.34965295081278913,3.44757
2024,부산·광안리,1.602591693989071,5.376048368171129,100.0
2025,고흥·녹동항,0.06489813186813187,0.0971282076112633,0.79446
2025,당진·삽교호,0.12449637362637363,0.25215503227990604,1.78514
2025,부산·광안리,1.3944054578754579,1.6653060382759273,12.2985
